RideID,PickupDateTime,DropoffDateTime,PickupZone,PickupLatitude,PickupLongitude,DropoffZone,DropoffLatitude,DropoffLongitude,DistanceKM,FareAmount,SurgeMultiplier,RideStatus,WaitingTimeMinutes,EstimatedTripDurationMinutes,ActualTripDurationMinutes,DriverID,CustomerID,CancellationReason,DriverRating,CustomerRating
R2120,2024-03-06 15:57:39.263117,2024-03-06 16:36:39.263117,Banjara Hills,17.413930158928036,78.44954218143288,Hitec City,17.43762557818507,78.37349235817103,8.49,210.38,1.2,Completed,1,35,39,D2,C7,,3,3
R2121,2024-04-08 03:45:20.969708,2024-04-08 04:12:20.969708,Gachibowli,17.446212294013648,78.34267053224825,Hitec City,17.449071668670804,78.38305088436705,4.3,142.1,1.0,Cancelled by Customer,9,31,27,D5,C20,,3,3
R2122,2024-03-26 05:23:29.171706,2024-03-26 05:44:29.171706,Banjara Hills,17.406512300124422,78.44118332243634,Gachibowli,17.43392382846409,78.3521510042341,9.93,200.66,1.0,Completed,10,24,21,D4,C5,,3,5
R2123,2024-02-09 05:16:15.776717,2024-02-09 05:36:15.776717,Banjara Hills,17.420210217330016,78.442461912979,Gachibowli,17.44246383613218,78.3396221328357,11.19,214.28,1.2,Cancelled by Customer,8,25,20,D9,C19,,5,5
R2124,2024-06-14 10:03:42.248852,2024-06-14 10:26:42.248852,Banjara Hills,17.421459806307265,78.44679330878955,Banjara Hills,17.414070440604405,78.45619997320891,1.29,99.98,1.2,Cancelled by Customer,8,25,23,D9,C10,,4,5
R2125,2024-06-17 00:12:47.117281,2024-06-17 00:17:47.117281,Hitec City,17.445286397676195,78.37676182618084,Banjara Hills,17.411281196318562,78.442622709675,7.94,152.78,1.5,Completed,3,2,5,D3,C13,,3,4
R2126,2024-03-20 15:06:57.283861,2024-03-20 15:29:57.283861,Hitec City,17.45560421475381,78.36987983842374,Gachibowli,17.44055163308838,78.35773126753871,2.11,109.82,1.2,Completed,5,21,23,D10,C2,,3,3
R2127,2024-06-12 13:54:04.078763,2024-06-12 14:12:04.078763,Gachibowli,17.43520070500022,78.33897973691013,Hitec City,17.437710892957647,78.3668759742284,2.97,112.64,1.0,Cancelled by Customer,9,17,18,D6,C18,,5,3
R2128,2024-06-20 08:43:46.418532,2024-06-20 09:17:46.418532,Gachibowli,17.43981592153862,78.35360309734082,Gachibowli,17.433916400098386,78.34487540950994,1.13,114.56,1.0,Cancelled by Customer,5,38,34,D3,C13,,3,4
R2129,2024-03-09 13:36:01.189948,2024-03-09 14:12:01.189948,Hitec City,17.452472454902836,78.38176110072138,Gachibowli,17.448568951980832,78.34329239925319,4.1,153.2,1.5,Cancelled by Customer,6,31,36,D3,C16,,3,4
R2130,2024-05-09 00:25:13.939634,2024-05-09 00:45:13.939634,Hitec City,17.43753510322649,78.38409000527813,Banjara Hills,17.418000839567778,78.4544243920593,7.77,173.24,1.2,Cancelled by Customer,5,22,20,D7,C14,,5,3
R2131,2024-02-06 13:37:32.691443,2024-02-06 13:46:32.691443,Gachibowli,17.430356112563466,78.35770142539214,Gachibowli,17.431249496624865,78.34010982823634,1.87,85.94,1.2,Completed,4,5,9,D9,C19,,5,4
R2132,2024-01-15 01:50:51.891218,2024-01-15 02:21:51.891218,Banjara Hills,17.419538911904432,78.4517179652222,Hitec City,17.45082291955229,78.38117840431028,8.25,195.5,1.5,Cancelled by Customer,5,33,31,D4,C15,,3,3
R2133,2024-04-11 15:55:19.945472,2024-04-11 16:19:19.945472,Hitec City,17.450447401199835,78.36961252339675,Hitec City,17.442620786809794,78.38352013801847,1.71,106.52,1.0,Completed,7,21,24,D8,C20,,3,4
R2134,2024-02-19 08:06:24.673312,2024-02-19 08:27:24.673312,Banjara Hills,17.41852024849173,78.4388425775194,Banjara Hills,17.413772135374728,78.45372959394476,1.67,101.54,1.0,Completed,10,20,21,D6,C18,,4,4
R2135,2024-03-21 10:38:10.842769,2024-03-21 10:45:10.842769,Hitec City,17.438764418315486,78.37991782797928,Gachibowli,17.43273123589554,78.34198137029549,4.08,109.46,1.5,Cancelled by Customer,6,11,7,D9,C10,,5,4
R2136,2024-04-03 15:20:01.235015,2024-04-03 15:46:01.235015,Gachibowli,17.440361392182957,78.34310578729473,Gachibowli,17.445567434128755,78.3446004877333,0.6,96.2,1.0,Cancelled by Customer,3,28,26,D8,C15,,5,3
R2137,2024-05-23 21:00:47.893132,2024-05-23 21:11:47.893132,Hitec City,17.447230401669696,78.37997465842172,Banjara Hills,17.41011210918655,78.44224164401517,7.79,159.98,1.5,Completed,10,11,11,D8,C7,,4,3
R2138,2024-04-05 16:45:49.282773,2024-04-05 16:56:49.282773,Hitec City,17.444250911408616,78.3770146177637,Banjara Hills,17.424252873292296,78.44683215136747,7.73,159.26,1.2,Completed,3,12,11,D9,C5,,3,3
R2139,2024-01-05 11:05:47.691971,2024-01-05 11:27:47.691971,Hitec City,17.45019536710908,78.38422944947105,Hitec City,17.44051079135849,78.37667704616398,1.34,99.08,1.5,Cancelled by Customer,10,22,22,D3,C14,,3,5
R2140,2024-03-01 13:01:41.230003,2024-03-01 13:28:41.230003,Gachibowli,17.442234061365735,78.33891069846074,Hitec City,17.451870270760843,78.37920585851809,4.41,143.42,1.0,Cancelled by Customer,2,26,27,D8,C2,,4,3
R2141,2024-01-21 03:51:12.326170,2024-01-21 04:16:12.326170,Banjara Hills,17.407396111041123,78.43899338021279,Gachibowli,17.440817380491126,78.34645553055384,10.5,213.5,1.2,Completed,6,20,25,D2,C8,,5,3
R2142,2024-05-11 16:34:13.901183,2024-05-11 16:40:13.901183,Hitec City,17.44085037680869,78.37471354207895,Gachibowli,17.443324981517794,78.34287797691582,3.39,99.68,1.0,Cancelled by Customer,2,11,6,D4,C18,,5,3
R2143,2024-02-25 01:44:14.120773,2024-02-25 02:09:14.120773,Hitec City,17.446603382371364,78.37553770177782,Hitec City,17.437602710639528,78.38134006132852,1.17,101.54,1.0,Cancelled by Customer,6,26,25,D10,C12,,3,3
R2144,2024-03-11 15:48:28.958554,2024-03-11 15:58:28.958554,Banjara Hills,17.410230311990578,78.45322113086756,Hitec City,17.442346943295036,78.37424933614238,9.11,174.32,1.2,Cancelled by Customer,8,8,10,D4,C9,,5,3
R2145,2024-06-02 14:11:48.705977,2024-06-02 14:43:48.705977,Banjara Hills,17.410525713769747,78.44235870951155,Banjara Hills,17.415806226534446,78.44617170811294,0.71,106.52,1.2,Cancelled by Customer,9,30,32,D8,C3,,5,4
R2146,2024-02-18 05:18:13.387710,2024-02-18 05:32:13.387710,Gachibowli,17.445573264133415,78.35695592167585,Gachibowli,17.442410414647565,78.35255876495778,0.58,77.96,1.0,Completed,1,17,14,D1,C16,,3,4
R2147,2024-03-02 05:20:17.840021,2024-03-02 05:30:17.840021,Hitec City,17.443691795402994,78.36783645673809,Hitec City,17.439280740560747,78.36891689634234,0.5,71.0,1.0,Completed,10,10,10,D7,C4,,4,4
R2148,2024-01-08 07:20:28.535217,2024-01-08 07:46:28.535217,Gachibowli,17.431787785555105,78.35170607002871,Hitec City,17.45274893313098,78.3847121313239,4.21,139.52,1.0,Cancelled by Customer,8,31,26,D3,C2,,3,3
R2149,2024-01-17 07:27:40.219971,2024-01-17 07:45:40.219971,Hitec City,17.454721129450228,78.38525990817477,Banjara Hills,17.414693581118016,78.45152226881517,8.32,176.84,1.0,Cancelled by Customer,6,20,18,D3,C8,,5,5
R2150,2024-03-21 02:54:25.061501,2024-03-21 03:06:25.061501,Hitec City,17.451174415034092,78.37820496904348,Hitec City,17.455795944191202,78.37945890195061,0.53,74.36,1.5,Cancelled by Customer,6,12,12,D5,C11,,4,3
R2151,2024-03-27 04:45:41.411026,2024-03-27 05:17:41.411026,Hitec City,17.44803620703055,78.36972971896554,Gachibowli,17.43117165677431,78.34413870924618,3.3,137.6,1.5,Cancelled by Customer,10,30,32,D5,C2,,4,5
R2152,2024-06-14 21:08:11.647100,2024-06-14 21:21:11.647100,Hitec City,17.447861028853247,78.38264338478999,Hitec City,17.441391228565365,78.37406275595137,1.16,83.42,1.0,Completed,8,14,13,D6,C7,,4,3
R2153,2024-04-12 23:25:26.852908,2024-04-12 23:50:26.852908,Hitec City,17.437523135969123,78.38423559299159,Banjara Hills,17.419832931636133,78.4583675185627,8.11,184.82,1.0,Completed,9,29,25,D2,C15,,3,4
R2154,2024-01-11 09:49:10.914710,2024-01-11 10:13:10.914710,Banjara Hills,17.414407837150684,78.45732735878013,Banjara Hills,17.417597490543965,78.45492889422137,0.44,91.28,1.0,Cancelled by Customer,2,19,24,D1,C11,,5,4
R2155,2024-05-26 22:47:44.822966,2024-05-26 22:55:44.822966,Hitec City,17.44919121405252,78.38605069062682,Gachibowli,17.44490067186683,78.35132168271954,3.71,106.52,1.0,Cancelled by Customer,8,3,8,D10,C20,,4,3
R2156,2024-01-13 09:42:49.344919,2024-01-13 10:01:49.344919,Gachibowli,17.444264426468532,78.34477719932077,Gachibowli,17.442285115303466,78.35795842786972,1.42,95.54,1.0,Completed,1,23,19,D10,C6,,3,4
R2157,2024-06-15 22:36:04.878893,2024-06-15 23:14:04.878893,Hitec City,17.445073403646255,78.37814834593921,Hitec City,17.43958032571693,78.37941772836287,0.63,114.56,1.0,Completed,1,40,38,D6,C15,,3,5
R2158,2024-06-15 18:15:35.704132,2024-06-15 18:47:35.704132,Gachibowli,17.448606574808917,78.3552526515378,Hitec City,17.45508609204127,78.3747356482559,2.19,124.28,1.0,Cancelled by Customer,1,32,32,D9,C10,,4,4
R2159,2024-01-26 01:42:22.628125,2024-01-26 02:21:22.628125,Gachibowli,17.444713045081112,78.34989027818267,Gachibowli,17.44112944045259,78.34093275461254,1.03,120.86,1.5,Cancelled by Customer,9,34,39,D6,C17,,4,3
R2160,2024-02-17 12:48:39.494761,2024-02-17 13:11:39.494761,Gachibowli,17.434585213780352,78.34616643903331,Hitec City,17.457321647494304,78.37384855100063,3.87,130.94,1.5,Completed,1,23,23,D4,C9,,4,5
R2161,2024-05-19 13:01:12.517338,2024-05-19 13:19:12.517338,Gachibowli,17.44027119575966,78.34976388880179,Hitec City,17.447268827061,78.36749774180755,2.04,101.48,1.5,Cancelled by Customer,2,16,18,D2,C13,,3,3
R2162,2024-03-06 00:33:41.537001,2024-03-06 01:06:41.537001,Gachibowli,17.433793637952487,78.35582314648693,Hitec City,17.451639822421658,78.38320534442462,3.52,141.74,1.5,Completed,4,30,33,D8,C8,,4,5
R2163,2024-01-11 00:55:04.421998,2024-01-11 01:00:04.421998,Hitec City,17.44625664338807,78.3729342524933,Banjara Hills,17.419163981066927,78.44803104315422,8.52,159.74,1.0,Completed,1,3,5,D5,C9,,4,3
R2164,2024-01-21 10:43:34.227377,2024-01-21 11:06:34.227377,Hitec City,17.45137718573074,78.38552847093557,Hitec City,17.449514796222083,78.36883482569677,1.78,105.86,1.5,Completed,8,20,23,D9,C3,,3,4
R2165,2024-06-07 14:56:00.061955,2024-06-07 15:12:00.061955,Hitec City,17.438125246392023,78.36775500358381,Hitec City,17.4526122080544,78.37076045790023,1.64,93.68,1.0,Completed,7,16,16,D2,C1,,5,4
R2166,2024-04-19 12:31:10.325698,2024-04-19 12:39:10.325698,Gachibowli,17.43660733278234,78.35823306159014,Banjara Hills,17.409951062838942,78.44301367951239,9.47,175.64,1.0,Cancelled by Customer,9,7,8,D6,C15,,5,3
R2167,2024-02-28 02:11:36.606181,2024-02-28 02:19:36.606181,Hitec City,17.440491162826376,78.37581551128567,Gachibowli,17.431208078279695,78.34868421025236,3.06,98.72,1.5,Completed,5,12,8,D9,C1,,4,3
R2168,2024-03-02 11:15:57.493138,2024-03-02 11:49:57.493138,Hitec City,17.45048810598629,78.37994117810503,Gachibowli,17.436685920359697,78.35017413675791,3.51,143.12,1.2,Completed,5,37,34,D7,C2,,3,4
R2169,2024-06-09 22:26:06.826811,2024-06-09 22:55:06.826811,Gachibowli,17.443539739726795,78.35886058431961,Gachibowli,17.432164065205463,78.34207238937675,2.18,119.66,1.5,Completed,2,25,29,D1,C14,,3,4
R2170,2024-02-14 15:43:42.232350,2024-02-14 15:57:42.232350,Banjara Hills,17.406793297282746,78.44611696589533,Banjara Hills,17.420566570761995,78.4451024571274,1.54,89.48,1.0,Cancelled by Customer,4,12,14,D4,C2,,5,5
R2171,2024-05-16 19:56:00.901881,2024-05-16 20:08:00.901881,Gachibowli,17.448106326136724,78.35369783463027,Gachibowli,17.43260132883449,78.35403493576298,1.72,88.64,1.0,Cancelled by Customer,8,8,12,D3,C19,,5,4
R2172,2024-06-03 23:59:38.531947,2024-06-04 00:24:38.531947,Hitec City,17.454620599158115,78.37908115025559,Banjara Hills,17.424034276726193,78.45847501586698,9.08,196.46,1.2,Cancelled by Customer,2,21,25,D10,C4,,3,4
R2173,2024-03-13 20:31:51.361594,2024-03-13 20:56:51.361594,Hitec City,17.44176782645478,78.37258612875641,Gachibowli,17.444897204279904,78.34699897915695,2.74,120.38,1.0,Completed,1,26,25,D2,C19,,4,5
R2174,2024-04-18 17:17:06.303581,2024-04-18 17:40:06.303581,Hitec City,17.45625530641332,78.38266657987724,Banjara Hills,17.4180180088957,78.44241786714804,7.63,176.06,1.0,Cancelled by Customer,3,28,23,D4,C2,,4,4
R2175,2024-04-04 09:06:08.741498,2024-04-04 09:42:08.741498,Banjara Hills,17.42440962023641,78.44365118037123,Banjara Hills,17.418565430316235,78.45786374224798,1.64,123.68,1.2,Cancelled by Customer,5,40,36,D5,C19,,5,5
R2176,2024-01-22 18:34:48.600737,2024-01-22 19:09:48.600737,Banjara Hills,17.41027833786763,78.45464365879879,Banjara Hills,17.407810532755438,78.44219281475762,1.35,118.7,1.0,Cancelled by Customer,3,36,35,D5,C17,,4,5
R2177,2024-01-18 04:13:52.108421,2024-01-18 04:34:52.108421,Gachibowli,17.44133083487103,78.35093685663256,Gachibowli,17.43169869541901,78.35064604781127,1.07,94.34,1.5,Cancelled by Customer,2,25,21,D2,C9,,5,5
R2178,2024-06-21 11:03:52.240360,2024-06-21 11:35:52.240360,Gachibowli,17.438217228785156,78.35127202045817,Gachibowli,17.439206390893045,78.33899411670527,1.31,113.72,1.5,Cancelled by Customer,10,27,32,D1,C12,,3,5
R2179,2024-06-26 11:31:15.746349,2024-06-26 11:50:15.746349,Banjara Hills,17.420005462077672,78.45085513639786,Banjara Hills,17.41383371880175,78.44815740634172,0.74,87.38,1.5,Cancelled by Customer,8,16,19,D3,C5,,5,5
R2180,2024-02-08 08:02:00.496526,2024-02-08 08:21:00.496526,Hitec City,17.455654568406615,78.38491145219433,Banjara Hills,17.40817381962115,78.4570335884454,9.3,190.1,1.2,Cancelled by Customer,1,17,19,D6,C8,,5,3
R2181,2024-03-05 01:47:58.847591,2024-03-05 02:08:58.847591,Gachibowli,17.446901797809637,78.34972213114183,Gachibowli,17.44639831074532,78.35365378338166,0.42,86.54,1.5,Cancelled by Customer,7,19,21,D9,C5,,4,5
R2182,2024-05-02 17:33:10.992090,2024-05-02 18:00:10.992090,Banjara Hills,17.426143975890053,78.44125018031238,Hitec City,17.441230490945564,78.3737500217818,7.35,178.7,1.2,Completed,3,26,27,D2,C14,,4,4
R2183,2024-02-16 19:07:23.102220,2024-02-16 19:28:23.102220,Banjara Hills,17.42209674931294,78.45831584053063,Hitec City,17.45357925473911,78.37502612666918,9.5,195.5,1.0,Completed,4,18,21,D8,C13,,5,5
R2184,2024-02-14 21:21:05.752453,2024-02-14 21:50:05.752453,Gachibowli,17.43041781109847,78.35784479087566,Gachibowli,17.448292134815674,78.3429732615159,2.54,123.98,1.5,Cancelled by Customer,3,34,29,D7,C20,,3,5
R2185,2024-04-02 20:09:16.155255,2024-04-02 20:25:16.155255,Banjara Hills,17.41989705136737,78.45480693516866,Hitec City,17.45121609473132,78.3685031256116,9.8,191.6,1.2,Cancelled by Customer,5,13,16,D6,C12,,5,3
R2186,2024-05-12 03:21:21.026110,2024-05-12 03:46:21.026110,Hitec City,17.447494469987042,78.37847825106707,Gachibowli,17.441263084289155,78.34314381231417,3.81,133.22,1.2,Completed,4,26,25,D4,C12,,3,5
R2187,2024-01-23 06:00:52.080796,2024-01-23 06:37:52.080796,Banjara Hills,17.41870255877989,78.45125314081282,Banjara Hills,17.42421061318054,78.45272736915716,0.63,113.06,1.2,Completed,8,36,37,D8,C16,,5,4
R2188,2024-05-26 12:33:02.238863,2024-05-26 13:10:02.238863,Gachibowli,17.445415508327976,78.35773912587796,Banjara Hills,17.42066502197549,78.44800021678321,9.96,225.02,1.5,Completed,1,39,37,D3,C1,,4,4
R2189,2024-02-24 11:55:11.793531,2024-02-24 12:19:11.793531,Banjara Hills,17.423271986725837,78.44514895887271,Gachibowli,17.439142849603225,78.3542867486697,9.8,203.6,1.0,Cancelled by Customer,8,21,24,D10,C14,,4,4
R2190,2024-05-21 22:44:59.157164,2024-05-21 23:08:59.157164,Hitec City,17.45682422174242,78.37418345711153,Banjara Hills,17.415275337062575,78.44166534765444,8.52,188.24,1.2,Completed,1,29,24,D1,C18,,3,5
R2191,2024-03-27 23:13:07.313991,2024-03-27 23:50:07.313991,Banjara Hills,17.411394134060806,78.44999233685036,Banjara Hills,17.42477387603677,78.44295867000733,1.66,125.42,1.0,Completed,5,34,37,D9,C4,,3,3
R2192,2024-05-11 16:32:36.715986,2024-05-11 17:06:36.715986,Gachibowli,17.445401042879347,78.34747593008154,Hitec City,17.44094906796622,78.36872231976076,2.31,128.72,1.0,Completed,7,30,34,D9,C10,,4,4
R2193,2024-05-13 21:17:17.158424,2024-05-13 21:27:17.158424,Banjara Hills,17.40790775454961,78.45820575729036,Gachibowli,17.430389391273934,78.34795540322621,11.96,208.52,1.5,Completed,2,7,10,D6,C2,,3,3
R2194,2024-04-24 15:27:42.333601,2024-04-24 15:44:42.333601,Hitec City,17.438460895479924,78.373202002674,Gachibowli,17.43374385670587,78.35741322852132,1.76,96.62,1.2,Completed,1,13,17,D4,C8,,4,5
R2195,2024-02-10 00:15:31.969678,2024-02-10 00:30:31.969678,Hitec City,17.453712484809692,78.37421228462183,Banjara Hills,17.4119210826895,78.44011339068099,8.39,173.18,1.0,Completed,1,11,15,D4,C17,,3,4
R2196,2024-04-26 00:02:21.452103,2024-04-26 00:28:21.452103,Hitec City,17.437750301616052,78.37742276174504,Gachibowli,17.441188633791683,78.35756270395106,2.14,114.68,1.0,Completed,5,23,26,D4,C11,,3,3
R2197,2024-03-18 22:04:29.672051,2024-03-18 22:27:29.672051,Hitec City,17.451422962895325,78.3669345264803,Gachibowli,17.441399580855734,78.34175613761123,2.89,119.18,1.5,Cancelled by Customer,9,25,23,D6,C3,,4,5
R2198,2024-04-05 13:15:29.034344,2024-04-05 13:40:29.034344,Banjara Hills,17.409520152641647,78.4563623985743,Gachibowli,17.442341603346016,78.35145662884902,11.71,228.02,1.0,Completed,4,20,25,D7,C7,,3,3
R2199,2024-06-21 11:35:59.626936,2024-06-21 11:56:59.626936,Gachibowli,17.44637155232263,78.33945505446886,Gachibowli,17.436139247503494,78.35814872787094,2.29,108.98,1.5,Cancelled by Customer,10,19,21,D5,C2,,3,3
R2200,2024-05-07 01:42:35.079892,2024-05-07 01:48:35.079892,Banjara Hills,17.423325658908993,78.45014039759725,Hitec City,17.445147320039617,78.37378512527853,8.46,160.52,1.0,Cancelled by Customer,3,9,6,D6,C16,,3,3
R2201,2024-05-14 06:46:54.808588,2024-05-14 07:16:54.808588,Banjara Hills,17.42375104749946,78.45813179620554,Banjara Hills,17.417952004953513,78.45055221198412,1.03,107.36,1.5,Completed,1,30,30,D9,C1,,3,4
R2202,2024-02-22 06:56:04.004734,2024-02-22 07:30:04.004734,Banjara Hills,17.418170497489513,78.43914843765363,Gachibowli,17.4421696366547,78.35177826125926,9.65,216.8,1.5,Cancelled by Customer,5,37,34,D7,C14,,5,5
R2203,2024-06-21 23:18:11.508697,2024-06-21 23:43:11.508697,Hitec City,17.4408168866388,78.37120498664592,Gachibowli,17.438442702941384,78.34020996065607,3.3,127.1,1.5,Cancelled by Customer,9,21,25,D6,C7,,4,3
R2204,2024-02-04 18:18:40.611661,2024-02-04 18:33:40.611661,Gachibowli,17.44545691103132,78.35117361339746,Hitec City,17.447289170484375,78.36896743941959,1.9,95.3,1.2,Completed,6,17,15,D3,C20,,3,5
R2205,2024-02-08 02:20:53.704519,2024-02-08 02:29:53.704519,Hitec City,17.444359052973887,78.36728908905852,Gachibowli,17.435268260910476,78.34662087913283,2.41,92.42,1.5,Completed,7,10,9,D7,C13,,5,3
R2206,2024-04-27 20:06:26.009360,2024-04-27 20:30:26.009360,Gachibowli,17.433148104656283,78.34862288558378,Hitec City,17.452502162742142,78.37238928166592,3.31,125.72,1.5,Cancelled by Customer,1,28,24,D9,C17,,3,5
R2207,2024-01-28 05:47:33.383490,2024-01-28 05:58:33.383490,Banjara Hills,17.422345563060922,78.45358926832901,Gachibowli,17.43261650089226,78.35472966459565,10.55,193.1,1.2,Completed,4,14,11,D10,C10,,3,4
R2208,2024-04-29 21:20:39.467400,2024-04-29 21:53:39.467400,Banjara Hills,17.41449724478341,78.44329770297006,Banjara Hills,17.417889506201373,78.45421499203825,1.22,114.14,1.2,Completed,3,32,33,D10,C10,,4,4
R2209,2024-04-05 01:18:45.336657,2024-04-05 01:40:45.336657,Banjara Hills,17.415865545674343,78.43970425373865,Hitec City,17.447290930965842,78.38186943991472,7.06,167.72,1.2,Completed,5,27,22,D2,C10,,4,4
R2210,2024-04-21 16:36:02.837230,2024-04-21 17:09:02.837230,Banjara Hills,17.408692986195707,78.45607806376057,Gachibowli,17.434381215157252,78.35140789100441,11.47,237.14,1.2,Completed,7,28,33,D4,C18,,4,5
R2211,2024-02-29 04:16:48.679434,2024-02-29 04:21:48.679434,Hitec City,17.457173672684693,78.36855183678148,Hitec City,17.45614755798239,78.36985027443431,0.18,59.66,1.2,Completed,4,4,5,D1,C4,,4,5
R2212,2024-02-24 04:29:37.789370,2024-02-24 04:39:37.789370,Gachibowli,17.44181098879526,78.34873729093728,Gachibowli,17.435321535049717,78.35277235111681,0.84,75.08,1.2,Completed,8,15,10,D8,C2,,4,5
R2213,2024-01-03 01:48:21.846131,2024-01-03 02:21:21.846131,Gachibowli,17.43532690767286,78.34334145544781,Banjara Hills,17.411102787760782,78.4574106373122,12.4,248.3,1.2,Completed,1,31,33,D5,C3,,4,4
R2214,2024-01-05 14:16:22.305436,2024-01-05 14:27:22.305436,Hitec City,17.45139038787303,78.38417473225765,Banjara Hills,17.420807470638287,78.45036073600838,7.8,160.1,1.2,Completed,9,7,11,D10,C4,,4,3
R2215,2024-03-31 13:02:18.971926,2024-03-31 13:18:18.971926,Hitec City,17.44871560382266,78.38130866950196,Banjara Hills,17.421034861336413,78.44298451534716,7.23,160.76,1.5,Cancelled by Customer,9,20,16,D3,C11,,3,4
R2216,2024-03-02 02:34:28.737681,2024-03-02 02:40:28.737681,Banjara Hills,17.415136225206563,78.44389482262743,Banjara Hills,17.40918082574885,78.43981855522047,0.79,68.48,1.2,Cancelled by Customer,10,4,6,D1,C15,,3,5
R2217,2024-05-05 07:45:50.881532,2024-05-05 08:20:50.881532,Gachibowli,17.449140214717065,78.3404834096874,Hitec City,17.45432066507529,78.37034200357733,3.22,141.14,1.5,Cancelled by Customer,5,35,35,D3,C7,,3,4
R2218,2024-02-15 12:42:13.137262,2024-02-15 13:03:13.137262,Banjara Hills,17.407016981874246,78.45686048142228,Banjara Hills,17.421320991330656,78.445303671029,2.01,105.62,1.0,Completed,2,20,21,D10,C17,,3,3
R2219,2024-01-05 23:56:29.782674,2024-01-06 00:02:29.782674,Hitec City,17.45731428809118,78.36724338393864,Hitec City,17.454721545013236,78.37724705429223,1.1,72.2,1.2,Completed,6,6,6,D1,C13,,3,5
